name,address,city,postal,phone,website,email
Mamalina's Primary Montessori Childcare Centre,4317 Gallant Ave,North Vancouver,V7G 2C1,604-924-1253,,
Summerhill Montessori,1600 Cliff Ave,Burnaby,V5A 2K2,604-294-0240,,
Our Lady Of Fatima Early Learning Center & Before/After Care,315 Walker St,Coquitlam,V3K 4C7,604-936-4250,,
Monkey Tree Montessori Preschool,1394 Nanaimo St,Vancouver,V5L 4T6,604-677-8339,,
Mount Pleasant Nbrhd House Before & After School Care (Bac),2740 Guelph St,Vancouver,V5T 3P7,604-875-9111,,
Nature's Playground Daycare,17490 61B Ave,Surrey,V3S 4R8,778-228-9723,,
Friendship Corner Daycare,2950 Dewdney Trunk Rd,Coquitlam,V3C 2J4,604-945-8504,,
Start Smart Childcare Centre,22610 Dewdney Trunk Rd,Maple Ridge,V2X 3J9,604-463-4439,,
Pebbles Aftercare Learners,15262 Pacific Ave,White Rock,V4B 1P7,778-919-3797,,
Imagination Station Childcare Centre-Fraserview,11485 227 St,Maple Ridge,V2X 9V1,604-614-6856,,
Mira's Happy House,2705 Lonsdale Ave,North Vancouver,V7N 3J2,604-723-1494,,
Happy Child Daycare & Learning Centre,4685 Underwood Pl,North Vancouver,V7K 3A3,604-982-9121,,
C&S Child Care,4625 62Nd St,Delta,V4K 3L8,604-809-7558,,
Gingerbread House Day Care,3350 54Th Ave E,Vancouver,V5S 1Z3,604-433-4819,,
Tender Love & Care Daycare,9333B 120A St,Surrey,V3V 7G6,604-585-4321,,
Over The Rainbow - Austin,2600 Austin Ave,Coquitlam,V3K 6C4,604-939-2726,,
A To Z Childcare Centre #2,16128 86B Ave,Surrey,V4N 1B1,604-598-9251,,
Langley Forest School,8870 Glover Rd,Langley,V1M 2R9,604-888-8555,,
Norquay School Age Child Care,4710 Slocan St,Vancouver,V5R 2A1,604-435-0323,,
Bolivar Heights Early Learning Centre,11286 Roxburgh Rd,Surrey,V3R 9J3,604-951-4700,,
Kiddie Kollege Langley,20103 53 Ave,Langley,V3A 3T8,604-530-0311,,
Little Jj's Group Childcare Ltd.,343 8Th Ave E,New Westminster,V3L 4K7,604-525-1678,,
Jellybean Park - Langley Campus,2-19615 Willowbrook Dr,Langley,V2Y 1A5,604-539-9898,,
Mr. Moose's Childcare Learning Centre Ltd.,32130 Hillcrest Ave,Abbotsford,V2T 1P8,604-853-2769,,
Rainforest Learning Centre Inc. – Coquitlam,101 511 Rochester Ave,Coquitlam,V3K 0A2,778-355-0555,,
Honey Bear Childcare Ltd,14214 102 Ave,Surrey,V3T 5A5,604-306-4073,,
Yukon Crescent Children's Centre,2123 Yukon Cres,Burnaby,V5C 0B1,604-526-2522,,
Little Acorns Junior Kindergarten & Child Care,1554 Stevens St,White Rock,V4B 4Y5,604-828-4451,,
St. Mary's School,8909 Mary St,Chilliwack,V2P 4J4,604-683-0281,,
Aubrey Daycare Centre,6409 Aubrey St,Burnaby,V5B 2C9,604-677-0012,,
Fraser Heights Out Of School Care #3/Smarties,17070 102 Ave,Surrey,V4N 4N6,604-582-1335,,
Discovery Before & After School Care,6211 Forsyth Cres,Richmond,V7C 2C4,604-807-9796,,
Richmond Christian School,5240 Woodwards Rd,Richmond,V7E 1H1,604-723-6622,,
Bright Eyes Academy Inc At Holly,4669 62 St,Delta,V4K 3L8,604-940-5999,,
Creative Adventures Out Of School Care,11511 King Rd,Richmond,V7A 3B5,604-926-8003,,
The Panther Pen After School Care,46200 Stoneview Dr,Chilliwack,V2R 5W8,604-858-2999,,
Arbutus Montessori Child Care Centre,2636 Oliver Cres,Vancouver,V6L 1S7,604-760-0947,,
Rosser Children's Centre,4375 Pandora St,Burnaby,V5C 2B6,604-526-2522,,
The Rainbow Connection Children's Centre At Pebble Hill,246 52A St,Delta,V4M 2Z8,604-250-3480,,
Bcca Kids Club,1019 Fernwood Ave,Port Coquitlam,V3B 5A8,604-942-3746,,
Club K.I.D.S. Hatzic,8465 Draper St,Mission,V2V 5V6,604-820-5360,,
Imagination Station Childcare Centre-Silverdale,29715 Donatelli Ave,Mission,V4S 1H6,604-614-6856,,
South Surrey Recreation Centre,14601 20 Ave,Surrey,V4A 9P5,604-598-7967,,
Guildford Recreation Centre Preschool,15105 105 Ave,Surrey,V3R 7G8,604-598-7967,,
Fleetwood Communtiy Centre Pre-K,15996 84 Ave,Surrey,V4N 0W1,604-598-7967,,
Cougar Creek Preschool,12236 70A Ave,Surrey,V3W 4Z8,604-598-7967,,
Le Soleil Montessori Children's House,6318 Tyne St,Vancouver,V5S 4L8,604-436-1223,,
Fraser Heights Smarties Group Daycare,15720 106 Ave,Surrey,V4N 1K5,604-582-1335,,
Little Kids Kingdom,15046 68 Ave,Surrey,V3S 2B7,778-565-3117,,
Creative Adventures Day Care,11511 King Rd,Richmond,V7A 3B5,604-926-8003,,
Tadpole Academy Child Care Center,9766 Oak St,Chilliwack,V2R 3T7,604-751-5363,,
Meadowridge School - Junior Kindergarten & School Age Care,12224 240 St,Maple Ridge,V4R 1N1,604-467-4444,,
Khalsa Childcare Centre Oyr,10677 124 St,Surrey,V3V 0B1,604-594-0553,,
Happy May Child Care Centre,8660 Garden City Rd,Richmond,V6Y 2P5,604-218-6581,,
Windmill Children's House Infant/Toddler,9500 Alberta Rd,Richmond,V6Y 1T6,604-266-3111,,
Cloverdale Ball Park Children's Centre,17333 61A Ave,Surrey,V3S 1W3,604-598-7967,,
Aubrey Daycare Centre,947 Sperling Ave,Burnaby,V5B 4H7,604-677-0012,,
Rhema Childcare Centre Ltd.,7381 Curtis St,Burnaby,V5A 1K1,604-299-4817,,
Curious Minds Learning Centre Ltd,21410 Glenwood Ave,Maple Ridge,V2X 3P6,604-463-2002,,
Bee Happy Child Care Centre,9311 Patterson Rd,Richmond,V6X 1P8,604-270-4824,,
Learning Tree Montessori Day Care,22215 Garratt Dr,Richmond,V7V 2P4,604-527-4068,,
"1,2,3, A.B.C. Montessori Infant/Toddler Center",737 Poirier St,Coquitlam,V3J 6B8,604-931-7206,,
New Hope Out Of School Child Care,2551 49Th Ave E,Vancouver,V5S 1J6,604-321-6130,,
Deer Lake Child Care,5135 Sperling Ave,Burnaby,V5E 2T2,604-294-4988,,
Douglas College Early Childhood Education Center (Coquitlam),1250 Pinetree Way,Coquitlam,V3B 7X3,604-777-6101,,
St. Catherine's Daycare,1058 Ridgewood Dr,North Vancouver,V7R 1H8,604-980-1326,,
Hobby Hill Parent Participation Preschool,5650 Teskey Way,Chilliwack,V2R 4V8,604-858-5579,,
Poet’S Corner Academy,1356 Frederick Rd,North Vancouver,V7K 1J4,604-988-2438,,
Kerrisdale Little Owl's Preschool,109 5851 West Boulevard,Vancouver,V6M 3W9,778-549-2520,,
Kid's Play Day Care Centre,12819 Old Yale Rd,Surrey,V3T 3A9,604-930-4800,,
St. Edmund's Discovery Preschool & School Age Care,324 East 5Th St,North Vancouver,V7M 1K3,604-988-3141,,
White Swan Montessori Education Centre,800 Egmont Ave,Coquitlam,V3J 4J8,604-931-7926,,
Cleveland Out Of School Care,1058 Ridgewood Dr,North Vancouver,V7R 1H8,604-928-4012,,
Buttons 'N Bows Childcare Inc.,20190 48 Ave,Langley,V3A 3L4,604-209-4340,,
Creatively Crafted Childcare - The Chill Zone,3760 Moresby Dr,Richmond,V7C 4G6,604-728-0570,,
Rpc Day Care,9300 Westminster Highway,Richmond,V6X 1B1,604-278-3264,,
Sunshine Children's Centre,13175 107 Ave,Surrey,V3T 2G2,604-580-2060,,
Kiddocare Infant/Toddler Centre,7595 10 Ave,Burnaby,V3N 2S1,604-230-6148,,
La Prematernelle Francophone Trottin-Trottinette(<36Months),380 Kings Rd W,North Vancouver,V7N 2L9,778-340-1034,,
Magic Years Child Development Center,2166 Drawbridge Close,Port Coquitlam,V3C 6H9,604-944-0142,,
Love-It Care,20131 69 Ave,Langley,V2Y 2Y2,604-514-4911,,
Morgan Creek Montessori Ltd,144-3388 Rosemary Heights Cres,Surrey,V3S 0K7,604-535-3596,,
Building Blocks Learning Centre,9060 212Th St,Langley,V1M 2B7,604-613-7910,,
Kidzville Learning Centre - Panorama,12996 60 Ave,Surrey,V3X 2L5,604-861-7861,,
Hazelmere Acres Preschool And Daycare,257 192 St,Surrey,V3S 9R9,604-536-6367,,
Tsawwassen Lf Preschool Ltd,5025 12 Ave,Delta,V4M 2A7,604-202-4711,,
Daisy Academy Montessori Preschool,8886 Hudson St,Vancouver,V6P 4N2,604-726-8003,,
Kid's World Out Of School Care,7505 Arbutus,Vancouver,V6P 5T3,604-269-6612,,
Kids World Puddlejumpers & Get Ready For School,7505 Arbutus,Vancouver,V6P 5T3,604-269-6612,,
Bethel Children's Hour,1-8920 Broadway,Chilliwack,V2P 5W1,604-794-7114,,
Sandbox Station Daycare,9574 160Th St,Surrey,V4N 2R6,604-771-6825,,
Smuyuq'wa' Lelum Ece Centre,4602 Blue Heron Dr,Tsawwassen,V4M 4G2,604-943-2112,,
Creative Explorer's Daycare,4  13570  78Th Ave,Surrey,V3W 8V3,604-725-7071,,
Panorama Ridge Children's Centre,6230 120 St,Surrey,V3X 1Y7,604-338-2107,,
Brightstart Children's Academy Ltd,1141 Riverwood Gate,Port Coquitlam,V3B 8A2,778-883-0529,,
Happy May Child Care Centre Iii,201-4751 Garden City Rd,Richmond,V6X 3M7,604-218-6581,,
Lil' Chickadees Infant/Toddler Child Care Centre,9620 Snowdon Ave,Richmond,V7A 2M1,604-271-2227,,
Morgan Point Children's Centre,3366 156A St,Surrey,V3Z 9Y7,604-760-6842,,
Sapphire Montessori Academia Inc,11315 75 Ave,Delta,V4C 1H4,604-999-8162,,
Aubrey Daycare Centre,949 Sperling Ave,Burnaby,V5B 4H7,604-677-0012,,
Cityreach Out Of School Care,2650 Slocan St,Vancouver,V5M 4E9,604-254-2489,,
Butterfly Progressive Montessori Preschool,7360 Lombard Rd,Richmond,V7C 3N1,604-241-2511,,
Club K.I.D.S. Cherry Hill - Room 35,32557 Best Ave,Mission,V2V 3T3,604-820-5360,,
Morning Glory Children's Centre,9491 Ash St,Richmond,V7A 2T7,604-272-2821,,
Msa Montessori Preschool,33676 St. Olaf Ave,Abbotsford,V4X 1T6,604-820-4987,,
Just For Kids,404  9025  158Th St,Surrey,V4N 2Y6,604-512-9020,,
Tyee Out Of School Care,3525 Dumfries St,Vancouver,V5N 3S5,604-875-9111,,
Tree House Children's Centre,5684 Unsworth Rd,Chilliwack,V2R 5L1,604-824-1234,,
Graham Montessori School,2-1001 Royal Ave,New Westminster,V3M 1K3,778-397-0191,,
Happy May Child Care Centre Iv,220-4751 Garden City Rd,Richmond,V6X 3M7,604-218-6581,,
Albion Active Kids Club,10031 240Th St,Maple Ridge,V2W 1G2,604-467-7453,,
Blueridge Out Of School Care,2650 Bronte Dr,North Vancouver,V7H 1M4,604-812-4449,,
Trafalgar Out Of School Care,4020 Trafalgar St,Vancouver,V6L 2M5,604-732-8220,,
"Somewhere To ""Grow"" Montessori Childcare Centre",6197 136 St,Surrey,V3X 1H4,778-578-0329,,
Somewhere To Grow Montessori Preschool,13590 62 Ave,Surrey,V3X 1H4,778-578-0329,,
Cameron Children's Centre,9838 Cameron St,Burnaby,V3J 0B4,604-526-2522,,
Garderie Tartine Et Chocolat,7051 Killarney St,Vancouver,V5S 2Y5,604-736-5056,,
Little Dreamers Childcare Ltd.,31321 Blueridge Dr,Abbotsford,V2T 6W2,604-614-5308,,
Discovery Childcare Centre,49 7411 12 Ave,Burnaby,V3N 2K2,778-397-2892,,
Tumble Kids Preschool,7888 200 St,Langley,V2Y 3J4,604-455-8908,,
Nsnh - Norgate Kids' Club,1295 Sowden St,North Vancouver,V7P 1L9,604-987-8138,,
Sunshine Corner Daycare,215 18Th Ave E,Vancouver,V5V 1E5,604-876-9722,,
Mum's Montessori Child Care Inc.,530 12Th St E,North Vancouver,V7L 2K4,604-986-1016,,
Don Christian Recreation Centre,6220 184Th St,Surrey,V3S 8E6,604-598-7967,,
Little Monsters Academy - Mountain View,4866 Fraser St,Vancouver,V5V 4H5,778-522-9406,,
Peaceful Bilingual Early Learning Centre,7360 Bridge St,Richmond,V6Y 2S7,604-998-7827,,
Gordon House Childcare,Gordon House Childcare,West Vancouver,V7V 4B9,604-786-2577,,
Gordon House Childcare,2104 Gordon Ave,West Vancouver,V7V 4B9,604-786-2577,,
Suncrest Neighbourhood Care,3883 Rumble St,Burnaby,V5J 1Z5,604-431-0400,,
Academics Prekindergarten,15300 Croydon Dr,Surrey,V3S 0Z5,778-294-2646,,
Tiny Wings Children's Centre,13047 24 Ave,Surrey,V4A 2G2,604-531-4718,,
Westerman Preschool,7626 122Nd St,Surrey,V3W 1H4,604-598-7967,,
Bright Stars Childcare,16390 82 Ave,Surrey,V4N 0N8,604-710-9437,,
Canyon Springs Montessori School & Childcare Centre,2910 Walton Ave,Coquitlam,V3B 2W3,604-945-0566,,
Guildford Childcare Centre,10553 148Th St,Surrey,V3R 3X7,778-386-3501,,
Hellokids Childcare Centre,1020 Ridgeway Ave,Coquitlam,V3J 1S5,604-261-9713,,
Circle Of Friends,140-8279 Saba Rd,Richmond,V6Y 4B6,604-233-8910,,
Crayon Box Learning Center,160-10811 No. 4 Rd,Richmond,V7A 2Z5,604-275-2332,,
Crayon Box Learning Center Inc.,160-10811 No. 4 Rd,Richmond,V7A 2Z5,604-275-2332,,
Wee Saints School Age,17475 59 Ave,Surrey,V3S 1P3,604-574-4363,,
Curiosity Grove - Walnut Grove,8889 Walnut Grove Dr,Langley,V1M 2N7,604-532-3540,,
Little Wise Ones Preschool,22200 Fraser Hwy,Langley,V3A 7T2,604-533-6173,,
The Good Shepherd Daycare,1320 Johnson St,Coquitlam,V3B 4T5,604-537-8100,,
The Beautiful Montessori Daycare,104-3242 Westwood St,Port Coquitlam,V3C 3L8,604-464-2202,,
Spare Time Connection,315 23Rd Ave E,Vancouver,V5V 1X6,604-875-1818,,
Happy Valley Montessori Children Centre Inc.,6091 Udy Rd,Richmond,V7C 2X8,604-897-3088,,
Starlight Learning Centre (Fraser Hwy),27336 Fraser Hwy,Aldergrove,V4W 3N5,604-607-0463,,
Highroad Children's Centre,8860 Broadway,Chilliwack,V2P 5W1,604-792-4680,,
Rise N Shine Childcare Center Inc.,16740 85 Ave,Surrey,V4N 4W3,604-779-1940,,
Khalsa Child Care Centre,30640 Blueridge Dr,Abbotsford,V2T 5W3,604-594-0553,,
Chuck Bailey Preschool,13458 107A St,Surrey,V3T 4B3,604-598-7967,,
The Maria Montessori School,8597 156 St,Surrey,V3S 3R8,604-597-0638,,
Baby Panda Childcare Centre,6060 Redfern Cres,Richmond,V7C 2V7,604-295-9100,,
Caring Hearts Child Care,1805 Aire Cres,Port Coquitlam,V3C 2W6,604-464-3399,,
Happy May Child Care Centre Ii,170-4751 Garden City Rd,Richmond,V6X 3M7,604-218-6581,,
5 Corners Day Care,13620 Grosvenor Rd,Surrey,V3R 5C9,604-496-5050,,
Little Harvard Learning Centre Ltd.,6985 142 St,Surrey,V3W 5N1,778-893-5437,,
A To Z Childcare Centre #4,15438 92Nd Ave,Surrey,V3R 5W1,604-719-6736,,
Ladybug Landing Preschool,31789 Thornhill Pl,Abbotsford,V2T 6Y3,604-850-2474,,
Caring Hearts Child Care,1854 Western Dr,Port Coquitlam,V3C 2X7,604-464-3399,,
Gokidz Child Services,106 2255 King George Blvd,Surrey,V4A 5A4,604-910-7968,,
Wonder Years Daycare - Murrayville,4748 222 St,Langley,V2Z 1B1,604-612-0439,,
Montessori Minds Childcare Centre Ltd #2,526 1310 Cariboo St,New Westminster,V3M 1X2,778-837-9496,,
Blueberry Field Child Care Inc. - Under 36 Months,9440 Williams Rd,Richmond,V7A 1H1,778-708-1751,,
St. Francis Xavier Montessori Child Care Centre-Daycare,428 Great Northern Way,Vancouver,V5T 4S5,604-356-7605,,
Les Petits Artistes Montessori Centre,3150 Ash St,Vancouver,V5Z 3C9,604-569-1206,,
Kiddyland Multiple Intelligence Children Centre,11331 Williams Rd,Richmond,V7A 1J2,604-241-2733,,
Little Birds Child Care Centre,14750 108 Ave,Surrey,V3R 1V8,778-394-3210,,
Creative Moments Childcare Centre,105 6977 128 St,Surrey,V3W 4E1,604-417-1135,,
Brightstart Children's Academy Ltd,1450 Johnson St,Coquitlam,V3E 2T1,778-883-0529,,
Reach For The Stars Montessori,3440 Boundary Rd,Burnaby,V5M 4A5,604-688-7827,,
Mountain View Childcare,2725 Lonsdale Ave,North Vancouver,V7N 3J2,604-723-1494,,
Bowen Child Care Centre,9160 Pauleshin Cres,Richmond,V7E 5X1,778-320-5758,,
Highlands Child Care,3150 Colwood Dr,North Vancouver,V7R 2R6,604-985-6958,,
Little Cedar School Age Care,1530 E 22Nd Ave,Vancouver,V5N 2P1,604-872-3303,,
North Vancouver Child Development Centre (Under 36 Months),1090 Berkley Rd,North Vancouver,V7H 1Y4,604-924-0222,,
North Vancouver Child Development Centre (Multi-Age),1090 Berkley Rd,North Vancouver,V7H 1Y4,604-924-0222,,
Frog Hollow Montessori House,529 Queens Ave,New Westminster,V3L 1K2,604-521-1355,,
Renaissance Kids,1-12491 No. 2 Rd,Richmond,V7E 2G3,604-241-0141,,
Mulgrave Early Learning Centre,2330 Cypress Lane,West Vancouver,V7S 3H9,604-922-3223,,
Rise N Shine Childcare Center Inc. #2,16784 80Th Ave,Surrey,V4N 0G9,604-779-1940,,
Smilestones Junior Kindergarten Inc.,4162 Norland Ave,Burnaby,V5G 3S8,604-298-9006,,
Cambridge Montessori Children's Centre,57 7Th Ave,New Westminster,V3L 1V9,778-668-7188,,
Happy Feet Childcare Centre,6550 Clinton St,Burnaby,V5E 1A4,604-808-7623,,
Glen Childcare,2977 Glen Dr,Coquitlam,V3B 2P7,778-285-3589,,
Kiddy Junction Academy Division Ii,8686 Hudson St,Vancouver,V6P 4N2,604-558-2552,,
Apple Tree Roselea Child Care Centre,8740 Roselea Pl,Richmond,V7A 2K4,604-726-0301,,
Kinder Kampus - Heritage Mountain,103-300 Panorama Pl,Port Moody,V3H 4Z2,604-417-9109,,
Constellation Montessori Daycare,122 Moody St,Port Moody,V3H 2P8,604-461-3172,,
Pathway Montessori Children's Center,9025 Glover Rd,Langley,V1M 2R7,604-644-7547,,
Bear Paws Child Care,6842 Gilley Ave,Burnaby,V5J 4W7,604-563-6825,,
Baby Bears Infant And Toddler Daycare Ltd.,7973 Dunsmuir St,Mission,V2V 4S2,604-826-5612,,
Hope Infant Toddler Group Daycare,9520 mcburney Dr,Richmond,V6Y 3C6,604-282-7278,,
Cambridge Learning Centre Inc,14898 Spencer Dr,Surrey,V3S 7K7,604-655-5005,,
Caterpillar Fun House #1,101-9868 120 St,Surrey,V3V 4C9,604-589-0009,,
Creative Kids Montessori & Fine Arts Academy (Multi-Age),2663 West King Edward,Vancouver,V6L 1T5,604-612-9281,,
New Horizon Montessori School Ltd,20338 91A Ave,Langley,V1M 2G2,604-552-7542,,
University Hill Kinderclub (Preschool),5395 Chancellor Blvd,Vancouver,V6T 1E2,604-222-0700,,
Curious Minds Learning Centre Ltd,20820 River Rd,Maple Ridge,V2X 1Z7,604-315-3240,,
Early Learning Childcare Centre,3635 Coast Meridian Rd,Port Coquitlam,V3B 3N9,604-475-4809,,
Creative All Stars Childcare,13474 96Th Ave,Surrey,V3V 1Y9,604-306-4073,,
New Hope Child Care (3-5 Gdc),2551 49Th Ave E,Vancouver,V5S 1J6,604-321-6130,,
Eagle Harbour Montessori Childcare,5575 Marine Dr,West Vancouver,V7W 2R4,604-783-6604,,
Qt Daycare #2,32034 Hillcrest Ave,Abbotsford,V2T 1S4,604-851-2201,,
Cloverdale Recreation Centre Preschool,6188 176Th St,Surrey,V3S 4E7,604-598-7967,,
Creative Kids Learning Centers - Rosemary,15350 34 Ave,Surrey,V3S 0X7,604-560-5002,,
Oasis Montessori Academy,655 8Th Ave W,Vancouver,V5Z 1C7,604-928-0951,,
Little Friends Children's Centre #4,16126 93A Ave,Surrey,V4N 3A2,778-385-4120,,
Nsnh - Queen Mary Kid's Club,230 Keith Rd W,North Vancouver,V7M 1L8,604-987-8138,,
Graham Montessori School (Oos),8260 13Th Ave,Burnaby,V3N 2G5,778-397-0191,,
Riley Park Preschool,4575 Clancy Loranger Way,Vancouver,V5Y 2M4,604-257-8652,,
Fraser Montessori Daycare,1408 Fifth Ave,New Westminster,V3M 1Z5,604-553-0781,,
Bright Eyes Academy Inc @ Brooke,8718 Delwood Dr,Delta,V4C 3Z9,604-583-8950,,
Redwood Early Childhood Education,107-1785 Clearbrook Rd,Abbotsford,V2T 5X5,778-288-8855,,
Apple Tree Child Care Centre,10211 Mortfield Rd,Richmond,V7A 4H7,604-726-0301,,
Tiny Wings Montessori,13067 24Th Ave,Surrey,V4A 2G2,604-531-4718,,
Cedar Hills Preschool,Rm 17 12370 98Th Ave,Surrey,V3V 2K3,604-598-7967,,
Ahp Matthew Preschool,13367 97Th Ave,Surrey,V3T 1A4,604-598-7967,,
Bethany Child Care Centre - Before & After School Care,22680 Westminister Hwy,Richmond,V6V 1B7,604-519-0133,,
Marguerite Out Of School Care,4250 Marguerite St,Vancouver,V6J 3G3,604-879-7104,,
Kensington Out Of School Care,5175 Dumfries St,Vancouver,V5P 3A2,604-874-4231,,
Nsnh - Ridgeway Kids' Club,420 East 8Th Street,North Vancouver,V7L 1Z5,604-987-8138,,
Roots And Wings Montessori Sullivan,101 102 15295 No 10 Hwy,Surrey,V3S 0X9,604-510-2588,,
Dragon's Grove,2201 London St,New Westminster,V3M 3G1,604-540-1688,,
Montessori Mes Petits Academy 2010,1046 St. Georges Ave,North Vancouver,V7L 3H6,604-980-1102,,
Elation Education Child Care Centre,100 & 200 938 Brunette Ave,Coquitlam,V3K 1C9,604-515-8846,,
Little Koala Montessori Academy Childcare,10011 Blundell Rd,Richmond,V6Y 1K9,604-271-7068,,
Lil' Saints Early Learning Centre,3900 Arthur Dr,Delta,V4K 3N5,604-683-0281,,
Extra Steps Preschool,726 16Th Ave W,Vancouver,V5Z 1S7,604-569-0388,,
Fraser Valley Montessori Preschool & School Age Care,32717 Chilcotin Dr,Abbotsford,V2T 4M7,604-859-5061,,
Cambie Montessori Children Centre,3535 Cambie St,Vancouver,V5Z 2W9,604-558-3535,,
T.O.O.S.C.S. Preschool,4020 Trafalgar St,Vancouver,V6L 2M5,604-732-8220,,
Kit's Cottage Day Care,2926 5Th Ave W,Vancouver,V6K 1T6,604-737-2440,,
Graham Montessori School,76 Jamieson Ct,New Westminster,V3L 5R6,778-397-0191,,
Tapestry Christian Early Learning,9280 No. 2 Rd,Richmond,V7E 2C8,604-277-1079,,
Kim's Daycare,11157 Huff Blvd,Delta,V4E 2E9,604-591-7364,,
North Fleetwood Montessori School,8415 160 St,Surrey,V4N 0V6,778-829-9051,,
Smile N Grow Daycare #2,9269 155A St,Surrey,V3R 9B7,604-649-9769,,
Spare Time Treehouse,315 23Rd Ave E,Vancouver,V5V 1X6,604-875-1818,,
Alegria Childcare,3433 Coast Meridian Rd,Port Coquitlam,V3B 3N7,604-475-7727,,
Holistic Roots Childcare Centre,102-5844 Glover Rd,Langley,V3A 4H9,604-532-7977,,
Colorful World Montessori - < 36 Months,106-9780 Cambie Rd,Richmond,V6X 1K4,604-270-8870,,
Colorful World Montessori,106-9780 Cambie Rd,Richmond,V6X 1K4,604-270-8870,,
Kiwi Childcare Centre,8688 162 St,Surrey,V4N 1B5,778-828-5494,,
Roots & Wings Montessori Heritage House,15250 54A Ave,Surrey,V3S 8R7,604-510-2588,,
Astro Childcare,4108 Manor St,Burnaby,V5G 1B1,604-438-8585,,
One World Childcare Center,7655 120Th St,Delta,V4C 6P6,604-726-0404,,
Fraser Heights Out Of School Care #2 / Smarties,15678 106A Ave,Surrey,V4N 1K4,604-582-1335,,
Wibble Wobble Childcare - Vedder,7258 Vedder Rd,Chilliwack,V2R 4E4,604-392-9300,,
Little Saints Learning Ctr Inc,200 22530 Dewdney Trunk Rd,Maple Ridge,V2X 3J9,604-771-0423,,
Laugh And Learn Daycare,22762 Lougheed Hwy,Maple Ridge,V2X 2V6,604-479-5815,,
Dreamkids Childcare,207-1194 Lansdowne Dr,Coquitlam,V3E 1J7,604-809-1823,,
Little Eagle Childcare Centre Ltd,200-2188 Austin Ave,Coquitlam,V3K 3R8,604-931-6777,,
Kids Learning Castle Daycare 2,12430 76 Ave,Surrey,V3W 2T5,604-600-3310,,
Fraser Montessori Daycare,6269  14Th Ave,Burnaby,V3N 1Y7,604-553-0781,,
Newport Child Care Center,235 Newport Dr,Port Moody,V3H 5C9,604-792-3337,,
Little Rainbow House Preschool & Daycare,700 Clearwater Way,Coquitlam,V3C 6A3,604-945-2727,,
Laity View Active Kids Club,21023 123Rd Ave,Maple Ridge,V2X 4B5,604-467-7453,,
Fraser Valley Montessori School Age Care,3060 Old Clayburn Rd,Abbotsford,V2T 4M7,604-859-5061,,
Les Papillons,6887 132 St,Surrey,V3W 4L9,604-597-1590,,
A To Z Childcare Centre #3,16433 86B,Surrey,V4N 5L9,604-719-6736,,
Rise N Shine Childcare Center #4,9340 151A St,Surrey,V3R 9H6,604-779-1940,,
South Vancouver Community Montessori Daycare,2325 E 54 Ave,Vancouver,V5S 1X1,604-325-4049,,
Collingwood School Age Child Care Centre,107 3417 Euclid Ave,Vancouver,V5R 6H2,604-412-3836,,
Renfrew School Age Child Care Centre,3315 E 22 Ave,Vancouver,V5M 2Z2,604-435-0323,,
Little Butterflies Daycare,16-2773 Barnet Hwy,Coquitlam,V3B 1C2,778-875-2570,,
Curious Minds Learning Centre Ltd - Mrss,21911 122 Ave,Maple Ridge,V2X 3X2,604-476-0232,,
Fundamentals Childcare Centre Inc,20601 Westfield Ave,Maple Ridge,V2X 1L7,604-465-8515,,
Creative Kids Learning Centers - Sullivan,206 6355 152Nd St,Surrey,V3S 3K8,604-560-5002,,
Love 2 Learn Childcare Services,107-12069 Harris Rd,Pitt Meadows,V3Y 0C8,604-942-9262,,
Sunshine Academy Childcare And Learning Center,46510 Teton Ave,Chilliwack,V2P 7H6,604-702-0267,,
Stay 'N' Play Group Daycare,3260 Coast Meridian Rd,Port Coquitlam,V3B 3N4,604-942-5455,,
Caterpillar Fun House #3,137 12150 92Nd Ave,Surrey,V3V 1G2,604-589-0009,,
Burke Mountain Preschool,1386 Coast Meridian Rd,Coquitlam,V3E 3H1,604-475-5834,,
Champions Child Care,7114 148Th St,Surrey,V3S 3E5,604-218-5563,,
St. Patrick's School,2850 Quebec,Vancouver,V5T 3A9,604-581-3154,,
Little Bunnies Learning Center,496 Kings Rd W,North Vancouver,V7N 2M3,604-770-3148,,
St. Francis De Sales Parish Before & After School Care,6656 Balmoral St,Burnaby,V5E 1J1,604-683-0281,,
Golden Apple Children's House,4620 Coventry Dr,Richmond,V7C 4R2,604-241-1115,,
St. Francis De Sales Preschool,6681 Arcola St,Burnaby,V5E 1H2,604-434-3311,,
Alma Queen Daycare,125 East Queens Rd,North Vancouver,V7N 1G5,778-235-0925,,
Richmond Out Of School Care,8220 General Currie Rd,Richmond,V6Y 1M1,778-928-7364,,
Smart Dolphin Children's Centre,18790 58 Ave,Surrey,V3S 1M6,604-417-1135,,
Brilliant Butterflies Children's Learning Centre,11655 86 Ave,Delta,V4C 2X5,604-961-6934,,
Sun Hang Do Martial Arts Kids Life Skills Club (Abbotsford),6-34100 South Fraser Way,Abbotsford,V2S 2C6,604-852-4222,,
Olio,16141 90 Ave,Surrey,V4N 3A4,778-235-2509,,
Creative Kids Learning Centers - Hazelmere,388 175 A St,Surrey,V3S 9S4,604-560-5002,,
Brighter Minds Childcare Centre Ltd.,7035 142Nd St,Surrey,V3W 5N4,604-726-0404,,
Twelfth Avenue Neighbourhood Care,7622 12Th Ave,Burnaby,V3N 2K1,604-431-0400,,
